Deal Status,Unit Type,Model Year,Model,ShortVIN,Inv. Prep. Stat.,Deal Completion,GPS Fix,GPS Fix Reason,Moving (Calc),PT Status,PT Serial ,Encore Serial,PT Last Read,State Loc,PT City,PT ZipCode,Lat,Long
ACTIVE,Truck,2022,T680 Sleeper Truck,125545,  Available,85.19%,Fully Working,Properly working,1,Enabled,26724694,82157679,2025-12-04 11:31:00,NY,New York, 07008,40.740865,-73.797323
ACTIVE,Truck,2022,T680 Sleeper Truck,127275,  Available,41.67%,Fully Working,Properly working,1,Enabled,66702583,82139187/83641407,2025-12-04 07:51:00,PA,Salford, 18054,40.559922,-75.397773
ACTIVE,Truck,2022,T680 Sleeper Truck,138774,  Available,85.00%,Fully Working,Properly working,1,Enabled,66762330,84321100,2025-12-04 04:46:00,IN,Mount Comfort, 46140,40.478132,-85.58226
ACTIVE,Truck,2022,T680 Sleeper Truck,163358,  Available,78.33%,2x encores,"1x moved to acc
1x never installed",1,Enabled,66277796,82159089,2025-12-03 19:33:00,CO,Denver, 80239,39.790735,-104.87443
ACTIVE,Truck,2022,T680 Sleeper Truck,167024,  Available,78.07%,2x encores,"1x discharging
1x never installed",1,Enabled,66277804,82160504,2025-12-04 01:23:00,MO,Matthews, 63867,36.7585,-89.533333
ACTIVE,Truck,2022,T680 Sleeper Truck,171892,  Available,36.11%,Fully Working,Properly working,1,Enabled,26736157,84090959/ 84090988,2025-12-04 10:07:00,NM,Santa Rosa, 87014,35.072828,-104.650878
ACTIVE,Truck,2022,T680 Sleeper Truck,469323,  Available,30.56%,Fully Working,Properly working,1,Enabled,26737317,82078470/84056523,2025-12-04 06:24:00,CA,Stanislaus County, 93722,37.480175,-119.883113
ACTIVE,Truck,2022,T680 Sleeper Truck,479435,  Available,86.67%,1x encore,1x Moved,1,Enabled,26280657,82016608,2025-12-04 03:52:00,PA,Lebanon, 19526,40.549337,-75.98611
ACTIVE,Truck,2022,T680 Sleeper Truck,496342,  Available,83.33%,2x encores,"1x discharging
1x never installed",1,Enabled,66271313,82079369,2025-12-03 18:05:00,VA,Stephenson, 22624,39.257992,-78.100113
ACTIVE,Truck,2022,T680 Tractor,472606,  Available,3.85%,Fully Working,Properly working,1,Enabled,66762094,84321021,2025-12-04 04:10:00,OK,Northampton, 18067,40.669995,-75.451962
ACTIVE,Truck,2022,T680 Tractor,496241,  Available,60.96%,1x passtime,Disconnected,-1,Enabled,26736720,84230288,2025-12-04 08:43:00,CA,Yuba City, 95993,39.137862,-121.678358
ACTIVE,Truck,2022,T880,143713,  Available,75.00%,1x encore,1x Moved,1,Enabled,66277772,82157558,2025-12-04 07:18:00,NY,North Hills, 11030,40.767293,-73.697005
ACTIVE,Truck,2022,T880,496550,  Available,36.11%,Fully Working,Properly working,-1,Enabled,26714002,84056605,2025-12-04 01:10:00,NJ,Oakland, 07436,41.014812,-74.25874
ACTIVE,Truck,2022,VNL 860 Sleeper,296771,  Available,37.50%,1x passtime,Disconnected,1,Disabled,26736693,84308301,2025-12-04 10:20:00,WY,Nephi, 84713,41.26815,-104.450648
ACTIVE,Truck,2022,VNL 860 Sleeper,601391,  Available,43.33%,Fully Working,Properly working,1,Enabled,66752156,84230044,2025-12-04 11:13:00,IL,Markham, 60428,41.587727,-87.668497
ACTIVE,Truck,2022,VNL64T860,602033,  Available,81.67%,2x encores,"1x removed
1x never installed",1,Enabled,66271395,82102682,2025-12-03 21:51:00,AL,Oklahoma City, 73150,35.42358,-97.346565
ACTIVE,Truck,2022,W900,474622,  Available,36.67%,Fully Working,Properly working,1,Enabled,66757910,84308351,2025-12-04 05:45:00,MI,Scio Township, 48130,42.295808,-83.874278
ACTIVE,Truck,2022,W900L Sleeper w/APU,121308,  Available,81.67%,2x encores,"1x removed
1x never installed",1,Enabled,66271550,82117109,2025-12-04 02:17:00,IN,Troy, 47586,37.999153,-86.7965
ACTIVE,Truck,2023,579 Sleeper Truck,855486,  Available,68.33%,1x passtime,Driving disabled,-1,Enabled,66762231,82190469,2025-12-04 08:27:00,CA,San Bernardino County, 86502,35.128563,-109.54052
ACTIVE,Truck,2023,579 Sleeper Truck,878373,  Available,66.67%,1x passtime,Driving Disabled.,1,Enabled,66715336,83121189,2025-12-04 11:36:00,NY,New York, 11735,40.779952,-73.424067
ACTIVE,Truck,2023,Cascadia,NW8065,  Available,21.79%,Fully Working,Properly working,-1,Enabled,66757839,84276150,2025-12-04 08:01:00,CA,Oakland, 94607,38.699853,-121.397277
ACTIVE,Truck,2023,Cascadia PT126SLP,LK3367,  Available,8.33%,1x passtime,Disconnected,1,Enabled,66762346,84321715,2025-12-04 02:01:00,CA,Fontana, 92337,34.056142,-117.499193
ACTIVE,Truck,2023,Cascadia PT126SLP,ND7969,  Available,64.81%,Fully Working,Properly working,-1,Enabled,66762130,83051794,2025-12-03 23:50:00,WA,Hammett, 83647,47.338265,-115.571812
ACTIVE,Truck,2023,Cascadia PT126SLP,NW7794,  Available,9.62%,Fully Working,Properly working,1,Enabled,66770567,84352803,2025-12-04 10:34:00,NM,San Jon, 88434,35.182777,-103.042948
ACTIVE,Truck,2023,Cascadia PT126SLP,NW7843,  Available,15.38%,Fully Working,Properly working,1,Enabled,66762121,84321750,2025-12-04 06:51:00,CA,San Diego County, 91934,32.636783,-108.675667
ACTIVE,Truck,2023,Cascadia PT126SLP,NW7938,  Available,10.90%,Fully Working,Properly working,-1,Enabled,66771906,84321680,2025-12-04 08:40:00,CA,West Sacramento, 95691,38.577578,-119.730745
ACTIVE,Truck,2023,Cascadia PT126SLP,NY3012,  Available,17.31%,Fully Working,Properly working,1,Enabled,26714155,83610391,2025-12-04 03:47:00,NE,Napavine, 95330,46.602913,-121.274632
ACTIVE,Truck,2023,PT126SLP,NV7080,  Available,0.00%,Fully Working,Properly working,-1,Enabled,66771334,84321109,2025-12-04 10:44:00,TX,Fort Worth, 76106,32.838005,-97.330597
ACTIVE,Truck,2023,PT126SLP,UE0760,  Available,0.00%,Fully Working,Properly working,1,Enabled,66771350,84471623,2025-12-04 07:30:00,OH,Warrenton, 63383,40.746677,-82.447628
ACTIVE,Truck,2023,PT126SLP,UR9591,  Available,7.69%,Fully Working,Properly working,1,Enabled,66770571,84352822,2025-12-04 11:43:00,IN,Lafayette, 44425,41.173015,-80.570932
ACTIVE,Truck,2023,T680 Sleeper Truck,218844,  Available,91.67%,All,no GPS,1,Enabled,26317155,82155997,2025-12-03 17:19:00,CA,Fresno, 93725,36.696697,-119.756837
ACTIVE,Truck,2023,T680 Sleeper Truck,238011,  Available,89.58%,Fully Working,Properly working,1,Enabled,66771901,82193742,2025-12-04 09:10:00,PA,Woodville, 15829,41.539453,-79.245013
ACTIVE,Truck,2023,T680 Tractor,251447,  Available,61.67%,2x encores,"1x never installed
1x mid battery",1,Enabled,26342436,83017435,2025-12-03 16:30:00,CT,Westport, 06880,41.122787,-73.348487
ACTIVE,Truck,2023,W-900,404387,  Available,69.05%,Fully Working,Properly working,1,Enabled,66726607,83237333,2025-12-04 10:40:00,IN,Plainfield, 46214,39.777282,-86.304722
